user_id,published,post_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
af60c7ed-acb4-11ec-953d-a0cec8d2d278,1648080000,short,173,46,2,31,36,12,16,30,48
af60c7d4-acb4-11ec-9b30-a0cec8d2d278,1647648000,video,107,49,11,5,20,21,15,21,25
af60c7ff-acb4-11ec-aff2-a0cec8d2d278,1648080000,short,192,48,0,79,0,12,21,32,48
af60c7f4-acb4-11ec-b76c-a0cec8d2d278,1648166400,short,140,46,12,25,14,21,14,16,50
af60c7ee-acb4-11ec-b475-a0cec8d2d278,1647648000,short,130,47,9,0,19,19,18,34,40
af60c7e9-acb4-11ec-9a23-a0cec8d2d278,1647820800,short,90,47,5,0,0,10,5,29,46
af60c7cd-acb4-11ec-a542-a0cec8d2d278,1647993600,short,37,8,10,0,2,19,11,5,0
af60c7f5-acb4-11ec-b7db-a0cec8d2d278,1647388800,video,265,46,16,150,46,14,31,19,5
af60c820-acb4-11ec-9009-a0cec8d2d278,1647734400,short,116,49,7,0,31,14,14,17,40
af60c7e3-acb4-11ec-af53-a0cec8d2d278,1648166400,short,242,10,20,135,75,9,8,1,14
af60c7f2-acb4-11ec-9a2d-a0cec8d2d278,1648425600,short,142,17,8,55,31,18,13,12,13
af60c7fb-acb4-11ec-bab3-a0cec8d2d278,1648425600,short,251,19,20,119,82,17,13,14,6
af60c804-acb4-11ec-8aae-a0cec8d2d278,1648339200,short,224,11,20,108,67,14,19,16,0
af60c7fb-acb4-11ec-bab3-a0cec8d2d278,1648166400,video,293,13,15,162,68,9,22,13,19
af60c7ef-acb4-11ec-81cd-a0cec8d2d278,1647475200,short,89,15,5,38,11,11,14,6,9
af60c7ef-acb4-11ec-81cd-a0cec8d2d278,1647388800,short,285,52,2,173,35,20,26,20,11
af60c7eb-acb4-11ec-b640-a0cec8d2d278,1648425600,video,178,46,0,65,32,7,17,21,36
af60c7dc-acb4-11ec-bb60-a0cec8d2d278,1647907200,video,243,52,7,141,40,16,32,9,5
af60c81a-acb4-11ec-a8d0-a0cec8d2d278,1647907200,short,83,46,10,4,4,16,13,24,22
af60c7c9-acb4-11ec-9a3b-a0cec8d2d278,1647907200,video,299,15,19,177,85,17,13,4,3
af60c7ee-acb4-11ec-b475-a0cec8d2d278,1647993600,video,322,45,4,239,37,9,29,8,0
af60c822-acb4-11ec-8340-a0cec8d2d278,1648512000,short,260,53,0,166,18,15,33,22,6
af60c7ce-acb4-11ec-b2df-a0cec8d2d278,1647388800,video,158,49,2,10,40,13,21,34,40
af60c7cf-acb4-11ec-96a2-a0cec8d2d278,1648080000,short,275,60,5,178,55,7,25,2,8
af60c7d6-acb4-11ec-93e0-a0cec8d2d278,1647820800,short,123,56,11,0,35,7,5,46,30
af60c7cd-acb4-11ec-a542-a0cec8d2d278,1647907200,short,92,8,1,22,23,12,12,9,14
af60c80c-acb4-11ec-b5eb-a0cec8d2d278,1648080000,short,276,10,26,148,73,7,26,12,10
af60c805-acb4-11ec-bee5-a0cec8d2d278,1648512000,short,92,8,8,1,27,14,23,6,21
af60c81f-acb4-11ec-ad31-a0cec8d2d278,1648512000,short,138,4,4,50,50,15,13,6,4
af60c7cc-acb4-11ec-b9c1-a0cec8d2d278,1648252800,video,273,12,21,139,74,11,18,23,8
af60c81a-acb4-11ec-a8d0-a0cec8d2d278,1648080000,short,122,12,10,36,55,12,16,0,3
af60c823-acb4-11ec-80c9-a0cec8d2d278,1647561600,short,295,9,16,158,72,16,17,13,19
af60c7c3-acb4-11ec-97e2-a0cec8d2d278,1647993600,short,168,67,5,37,28,11,20,24,48
af60c7f5-acb4-11ec-b7db-a0cec8d2d278,1647561600,short,135,57,5,0,21,13,17,39,45
af60c7dc-acb4-11ec-bb60-a0cec8d2d278,1648339200,video,102,8,8,22,20,28,12,20,0
af60c819-acb4-11ec-ac22-a0cec8d2d278,1648425600,video,169,42,12,32,36,23,24,22,32
af60c7e9-acb4-11ec-9a23-a0cec8d2d278,1647820800,short,139,51,8,11,30,19,14,35,30
af60c7e9-acb4-11ec-9a23-a0cec8d2d278,1647475200,video,284,49,6,166,43,15,32,8,20
af60c7f9-acb4-11ec-bead-a0cec8d2d278,1648512000,video,196,55,0,79,25,21,18,20,33
af60c800-acb4-11ec-b347-a0cec8d2d278,1647648000,short,116,53,0,0,26,13,3,33,41
af60c7eb-acb4-11ec-b640-a0cec8d2d278,1647388800,video,279,17,17,158,85,10,18,2,6
af60c7cd-acb4-11ec-a542-a0cec8d2d278,1648512000,video,213,54,6,124,13,21,28,27,0
af60c7d2-acb4-11ec-94cb-a0cec8d2d278,1647388800,short,219,4,30,130,45,13,23,6,2
af60c80a-acb4-11ec-8cf0-a0cec8d2d278,1647561600,short,331,17,20,166,89,6,21,35,14
af60c7ea-acb4-11ec-9a2f-a0cec8d2d278,1648252800,video,160,45,0,13,49,12,12,28,46
af60c7e9-acb4-11ec-9a23-a0cec8d2d278,1647993600,short,99,51,6,6,18,10,11,18,36
af60c815-acb4-11ec-a572-a0cec8d2d278,1647475200,short,314,18,11,172,88,16,21,17,0
af60c7e1-acb4-11ec-a565-a0cec8d2d278,1648166400,photo,195,52,0,91,34,6,8,30,26
af60c81b-acb4-11ec-853f-a0cec8d2d278,1648425600,short,205,52,10,78,39,8,9,35,36
af60c7ec-acb4-11ec-8574-a0cec8d2d278,1647648000,short,136,15,5,25,41,20,21,18,11
af60c81d-acb4-11ec-89ba-a0cec8d2d278,1648166400,short,107,12,11,28,33,14,13,16,3
af60c7ea-acb4-11ec-9a2f-a0cec8d2d278,1647993600,short,109,14,7,13,46,22,14,14,0
af60c7d2-acb4-11ec-94cb-a0cec8d2d278,1648252800,video,148,52,0,0,45,8,15,36,44
af60c7e4-acb4-11ec-ab31-a0cec8d2d278,1648080000,short,73,17,5,17,31,12,9,0,4
af60c7f9-acb4-11ec-bead-a0cec8d2d278,1648252800,short,264,48,4,168,21,13,26,23,13
af60c81b-acb4-11ec-853f-a0cec8d2d278,1647388800,video,270,54,11,177,43,15,22,13,0
af60c7ef-acb4-11ec-81cd-a0cec8d2d278,1648166400,short,268,59,9,174,27,18,30,12,7
af60c817-acb4-11ec-8869-a0cec8d2d278,1647993600,video,196,48,12,120,25,5,34,11,1
af60c7e4-acb4-11ec-ab31-a0cec8d2d278,1647993600,video,229,49,9,146,4,15,40,9,15
af60c7d7-acb4-11ec-88bb-a0cec8d2d278,1648512000,short,47,12,7,0,9,12,8,5,13
af60c7f9-acb4-11ec-bead-a0cec8d2d278,1648080000,short,244,9,23,141,77,13,12,0,1
af60c7e0-acb4-11ec-9163-a0cec8d2d278,1648252800,short,128,46,12,19,28,18,16,18,29
af60c7fb-acb4-11ec-bab3-a0cec8d2d278,1647561600,short,60,12,0,0,34,13,8,5,0
af60c7fe-acb4-11ec-a036-a0cec8d2d278,1647475200,short,227,46,2,129,54,14,20,10,0
af60c817-acb4-11ec-8869-a0cec8d2d278,1648166400,photo,90,43,10,0,0,11,21,21,37
af60c7cc-acb4-11ec-b9c1-a0cec8d2d278,1647907200,short,285,5,24,147,87,15,8,18,10
af60c7fa-acb4-11ec-9224-a0cec8d2d278,1648080000,short,162,54,12,25,42,17,5,28,45
af60c7df-acb4-11ec-a60b-a0cec8d2d278,1647993600,video,88,16,4,2,33,9,22,14,8
af60c7d9-acb4-11ec-84c2-a0cec8d2d278,1647993600,short,106,9,5,28,57,8,13,0,0
af60c7ee-acb4-11ec-b475-a0cec8d2d278,1648080000,short,105,2,4,0,53,19,14,18,1
af60c805-acb4-11ec-bee5-a0cec8d2d278,1647993600,short,89,14,2,0,37,24,14,14,0
af60c7d1-acb4-11ec-ab28-a0cec8d2d278,1647993600,short,249,49,0,139,42,18,35,8,7
af60c7ce-acb4-11ec-b2df-a0cec8d2d278,1647907200,short,268,55,8,166,45,15,36,6,0
af60c81a-acb4-11ec-a8d0-a0cec8d2d278,1647820800,short,117,11,4,0,60,18,11,17,11
af60c7da-acb4-11ec-880a-a0cec8d2d278,1647993600,short,145,44,8,1,47,7,16,24,50
af60c7db-acb4-11ec-9ecf-a0cec8d2d278,1647820800,short,271,39,6,187,27,16,29,12,0
af60c7d6-acb4-11ec-93e0-a0cec8d2d278,1648425600,short,144,47,0,37,12,19,11,11,54
af60c7c2-acb4-11ec-8608-a0cec8d2d278,1648252800,video,123,11,4,59,25,15,12,12,0
af60c7d3-acb4-11ec-9567-a0cec8d2d278,1647907200,short,85,12,0,0,28,18,23,16,0
af60c7c6-acb4-11ec-918b-a0cec8d2d278,1648252800,short,301,12,20,176,62,20,10,16,17
af60c7f8-acb4-11ec-b562-a0cec8d2d278,1648512000,video,124,15,1,53,23,22,21,0,5
af60c7ca-acb4-11ec-87b8-a0cec8d2d278,1648512000,short,214,45,14,127,43,8,26,0,10
af60c7c1-acb4-11ec-8cb0-a0cec8d2d278,1648080000,short,273,56,1,192,22,24,24,1,10
af60c80f-acb4-11ec-87f7-a0cec8d2d278,1647648000,short,116,44,2,0,35,16,5,16,44
af60c817-acb4-11ec-8869-a0cec8d2d278,1648339200,short,124,58,4,13,22,23,18,29,19
af60c80a-acb4-11ec-8cf0-a0cec8d2d278,1648512000,short,210,12,17,102,61,20,14,5,8
af60c7ef-acb4-11ec-81cd-a0cec8d2d278,1647993600,short,282,18,23,136,101,24,13,8,0
af60c815-acb4-11ec-a572-a0cec8d2d278,1647820800,short,69,11,9,0,27,9,17,4,12
af60c7d2-acb4-11ec-94cb-a0cec8d2d278,1647907200,short,169,44,9,17,49,9,21,30,43
af60c7d8-acb4-11ec-9b66-a0cec8d2d278,1647388800,short,299,13,19,151,94,7,25,20,2
af60c7d1-acb4-11ec-ab28-a0cec8d2d278,1648339200,short,223,49,4,132,23,14,35,14,5
af60c7c2-acb4-11ec-8608-a0cec8d2d278,1648339200,short,96,13,7,22,23,17,18,16,0
af60c814-acb4-11ec-ac5f-a0cec8d2d278,1647820800,video,272,4,31,161,73,11,20,7,0
af60c80b-acb4-11ec-8d69-a0cec8d2d278,1648425600,video,56,13,6,0,19,12,16,9,0
af60c7de-acb4-11ec-b2e0-a0cec8d2d278,1647648000,video,262,48,8,177,26,11,33,15,0
af60c7f4-acb4-11ec-b76c-a0cec8d2d278,1647561600,short,213,44,11,134,16,13,29,21,0
af60c7ee-acb4-11ec-b475-a0cec8d2d278,1648339200,video,94,0,10,37,19,12,8,0,18
af60c7c9-acb4-11ec-9a3b-a0cec8d2d278,1647388800,short,256,15,20,149,73,8,18,8,0
af60c7cc-acb4-11ec-b9c1-a0cec8d2d278,1647561600,short,333,7,25,192,98,7,14,22,0
af60c7c0-acb4-11ec-b646-a0cec8d2d278,1648252800,video,229,46,7,134,33,18,34,10,0
af60c820-acb4-11ec-9009-a0cec8d2d278,1648080000,short,286,46,15,200,25,13,30,8,10
af60c7e1-acb4-11ec-a565-a0cec8d2d278,1647820800,short,188,48,2,55,40,16,12,33,32
af60c7ed-acb4-11ec-953d-a0cec8d2d278,1647648000,video,130,12,1,19,55,22,26,8,0
af60c7c6-acb4-11ec-918b-a0cec8d2d278,1648166400,short,110,22,0,5,54,17,19,7,8
af60c7ca-acb4-11ec-87b8-a0cec8d2d278,1648080000,short,249,49,0,152,42,18,25,9,3
af60c7fb-acb4-11ec-bab3-a0cec8d2d278,1647475200,short,76,55,7,0,0,6,13,19,38
af60c7da-acb4-11ec-880a-a0cec8d2d278,1647388800,short,278,12,15,168,65,15,14,16,0
af60c7c1-acb4-11ec-8cb0-a0cec8d2d278,1647993600,video,313,57,10,199,43,16,39,16,0
af60c7ea-acb4-11ec-9a2f-a0cec8d2d278,1647734400,short,149,54,0,28,13,14,10,25,59
af60c7cc-acb4-11ec-b9c1-a0cec8d2d278,1647475200,short,110,20,8,38,33,8,9,16,6
af60c7c5-acb4-11ec-83fd-a0cec8d2d278,1648080000,video,140,47,10,34,43,13,16,8,26
af60c80c-acb4-11ec-b5eb-a0cec8d2d278,1647907200,short,262,4,24,146,81,13,4,7,11
af60c7d7-acb4-11ec-88bb-a0cec8d2d278,1647820800,video,101,49,11,0,26,1,8,22,44
af60c7da-acb4-11ec-880a-a0cec8d2d278,1648080000,video,94,8,12,19,37,18,13,0,7
af60c7fd-acb4-11ec-8226-a0cec8d2d278,1648512000,short,195,58,10,88,19,10,6,33,39
af60c80d-acb4-11ec-aeb5-a0cec8d2d278,1648080000,short,98,15,6,14,41,11,10,2,20
af60c7db-acb4-11ec-9ecf-a0cec8d2d278,1648252800,short,116,55,1,12,21,12,22,24,25
af60c7e6-acb4-11ec-8e07-a0cec8d2d278,1647907200,short,250,56,4,185,26,12,26,1,0
af60c7f5-acb4-11ec-b7db-a0cec8d2d278,1647475200,video,322,2,15,181,106,14,10,8,3
af60c7e0-acb4-11ec-9163-a0cec8d2d278,1648425600,short,166,54,0,43,35,19,11,21,37
af60c7c2-acb4-11ec-8608-a0cec8d2d278,1648080000,video,79,4,3,1,44,10,10,0,14
af60c80e-acb4-11ec-8ff6-a0cec8d2d278,1647388800,short,90,42,1,14,0,7,11,24,34
af60c7c8-acb4-11ec-adad-a0cec8d2d278,1647388800,photo,239,42,6,155,22,14,19,23,6
af60c803-acb4-11ec-98a3-a0cec8d2d278,1648512000,short,194,8,26,124,31,18,21,0,0
af60c7fe-acb4-11ec-a036-a0cec8d2d278,1648339200,short,238,55,0,166,14,18,25,9,6
af60c7c2-acb4-11ec-8608-a0cec8d2d278,1647475200,photo,301,16,24,177,74,21,19,0,10
af60c7f6-acb4-11ec-ba47-a0cec8d2d278,1647820800,video,287,48,0,183,36,17,25,14,12
af60c7df-acb4-11ec-a60b-a0cec8d2d278,1648512000,short,94,13,11,13,37,16,9,9,10
af60c815-acb4-11ec-a572-a0cec8d2d278,1647475200,short,267,4,17,162,73,14,18,0,0
af60c821-acb4-11ec-b89d-a0cec8d2d278,1648080000,text,139,19,8,42,57,16,14,4,6
af60c7e2-acb4-11ec-9952-a0cec8d2d278,1648166400,video,208,21,23,106,80,10,7,5,0
af60c7e3-acb4-11ec-af53-a0cec8d2d278,1647907200,short,262,57,5,184,19,17,28,12,2
af60c7c1-acb4-11ec-8cb0-a0cec8d2d278,1647734400,video,102,54,3,0,14,9,14,21,44
af60c7cf-acb4-11ec-96a2-a0cec8d2d278,1648425600,short,327,17,24,143,117,20,23,20,4
af60c7f9-acb4-11ec-bead-a0cec8d2d278,1648339200,video,94,12,8,28,15,20,17,14,0
af60c7ed-acb4-11ec-953d-a0cec8d2d278,1647820800,short,299,47,3,198,29,13,24,29,6
af60c80c-acb4-11ec-b5eb-a0cec8d2d278,1647907200,video,253,56,0,173,35,5,27,12,1
af60c7ef-acb4-11ec-81cd-a0cec8d2d278,1648425600,short,118,6,0,49,35,22,12,0,0
af60c7f3-acb4-11ec-b86f-a0cec8d2d278,1647475200,short,206,54,10,136,12,17,33,4,4
af60c7e0-acb4-11ec-9163-a0cec8d2d278,1648080000,video,122,6,6,60,13,12,11,10,16
af60c7dc-acb4-11ec-bb60-a0cec8d2d278,1648080000,short,267,52,6,162,42,16,32,15,0
af60c7d3-acb4-11ec-9567-a0cec8d2d278,1647993600,short,253,57,1,162,28,14,34,7,8
af60c7fa-acb4-11ec-9224-a0cec8d2d278,1648512000,short,109,47,12,0,19,8,19,28,35
af60c7db-acb4-11ec-9ecf-a0cec8d2d278,1647993600,short,292,11,16,150,82,18,14,2,26
af60c7da-acb4-11ec-880a-a0cec8d2d278,1647993600,video,93,17,4,33,17,18,12,0,13
af60c7de-acb4-11ec-b2e0-a0cec8d2d278,1648166400,short,105,15,3,24,27,15,14,20,5
af60c807-acb4-11ec-ad81-a0cec8d2d278,1647388800,short,217,50,9,147,16,16,25,12,1
af60c7ec-acb4-11ec-8574-a0cec8d2d278,1648080000,short,133,54,4,16,31,15,14,28,29
af60c811-acb4-11ec-bd0f-a0cec8d2d278,1647388800,short,310,17,26,166,81,25,12,13,13
af60c81c-acb4-11ec-b2e6-a0cec8d2d278,1647820800,short,56,13,2,15,11,5,11,13,1
af60c800-acb4-11ec-b347-a0cec8d2d278,1647993600,video,98,2,11,27,22,22,8,8,11
af60c802-acb4-11ec-9f0d-a0cec8d2d278,1648339200,short,246,49,1,147,24,20,38,9,8
af60c7ef-acb4-11ec-81cd-a0cec8d2d278,1648166400,short,306,9,29,157,93,15,17,24,0
af60c7ea-acb4-11ec-9a2f-a0cec8d2d278,1647475200,video,134,7,10,46,49,23,12,4,0
af60c7d9-acb4-11ec-84c2-a0cec8d2d278,1648080000,video,64,13,6,13,12,21,11,7,0
af60c805-acb4-11ec-bee5-a0cec8d2d278,1648166400,short,317,6,10,194,70,17,14,14,8
af60c7d5-acb4-11ec-8bf8-a0cec8d2d278,1647993600,short,247,54,0,145,40,24,30,6,2
af60c80a-acb4-11ec-8cf0-a0cec8d2d278,1647475200,video,281,5,21,176,73,7,9,16,0
af60c805-acb4-11ec-bee5-a0cec8d2d278,1647648000,short,94,10,5,0,33,18,19,13,11
af60c80d-acb4-11ec-aeb5-a0cec8d2d278,1647734400,short,234,53,5,157,31,15,23,7,1
af60c811-acb4-11ec-bd0f-a0cec8d2d278,1648252800,short,264,44,11,169,30,14,28,7,16
af60c7f5-acb4-11ec-b7db-a0cec8d2d278,1648166400,short,314,53,6,191,51,13,31,15,13
af60c81b-acb4-11ec-853f-a0cec8d2d278,1647388800,short,124,42,7,8,8,14,23,32,39
af60c819-acb4-11ec-ac22-a0cec8d2d278,1648080000,video,119,16,3,12,47,13,24,14,9
af60c80d-acb4-11ec-aeb5-a0cec8d2d278,1647648000,video,127,6,10,66,0,26,10,6,19
af60c7d0-acb4-11ec-935e-a0cec8d2d278,1647993600,video,289,52,12,191,39,15,30,5,9
af60c80a-acb4-11ec-8cf0-a0cec8d2d278,1647993600,short,115,17,11,28,33,24,14,10,6
af60c7ce-acb4-11ec-b2df-a0cec8d2d278,1648425600,short,148,55,0,36,8,13,14,37,40
af60c7d0-acb4-11ec-935e-a0cec8d2d278,1647734400,short,114,50,3,0,14,14,15,22,49
af60c7ec-acb4-11ec-8574-a0cec8d2d278,1647561600,short,97,13,3,6,23,11,24,12,21
af60c7e7-acb4-11ec-b480-a0cec8d2d278,1648166400,short,277,4,23,150,68,8,18,20,13
af60c816-acb4-11ec-b01d-a0cec8d2d278,1647388800,short,188,57,16,33,64,8,11,32,40
af60c806-acb4-11ec-8e18-a0cec8d2d278,1647475200,short,308,7,17,174,89,12,13,20,0
af60c7c6-acb4-11ec-918b-a0cec8d2d278,1647820800,short,271,12,11,157,74,17,20,1,2
af60c7d1-acb4-11ec-ab28-a0cec8d2d278,1648252800,video,88,6,0,18,39,16,13,2,0
af60c7fb-acb4-11ec-bab3-a0cec8d2d278,1648512000,short,262,42,0,163,30,11,32,13,13
af60c7c0-acb4-11ec-b646-a0cec8d2d278,1648425600,short,199,63,6,50,44,17,17,24,47
af60c7cb-acb4-11ec-b3b4-a0cec8d2d278,1647648000,short,203,7,22,104,52,21,17,0,9
af60c818-acb4-11ec-8bc6-a0cec8d2d278,1648512000,video,217,49,4,129,32,29,26,0,1
af60c817-acb4-11ec-8869-a0cec8d2d278,1647993600,short,61,10,3,19,12,13,14,3,0
af60c81b-acb4-11ec-853f-a0cec8d2d278,1648425600,video,186,48,7,30,60,18,14,32,32
af60c7fd-acb4-11ec-8226-a0cec8d2d278,1647907200,video,221,63,6,122,35,15,26,6,17
af60c813-acb4-11ec-9b28-a0cec8d2d278,1647734400,video,132,52,6,5,27,14,14,27,45
af60c7f5-acb4-11ec-b7db-a0cec8d2d278,1647561600,short,197,48,3,36,47,20,19,37,38
af60c7ee-acb4-11ec-b475-a0cec8d2d278,1648252800,short,118,53,4,0,22,20,14,21,41
af60c801-acb4-11ec-919e-a0cec8d2d278,1647388800,video,221,46,13,145,18,19,39,0,0
af60c7e3-acb4-11ec-af53-a0cec8d2d278,1647820800,short,240,47,7,163,29,6,33,5,4
af60c7c7-acb4-11ec-b103-a0cec8d2d278,1648252800,short,254,7,18,150,68,15,11,10,0
af60c7cc-acb4-11ec-b9c1-a0cec8d2d278,1648252800,short,117,12,4,27,50,12,12,12,4
af60c7ee-acb4-11ec-b475-a0cec8d2d278,1648339200,video,158,47,6,0,62,11,8,24,53
af60c7fa-acb4-11ec-9224-a0cec8d2d278,1648512000,video,126,7,0,59,22,20,14,5,6
af60c7e7-acb4-11ec-b480-a0cec8d2d278,1647734400,short,216,44,11,148,0,13,36,17,2
af60c7cc-acb4-11ec-b9c1-a0cec8d2d278,1647734400,video,216,41,4,146,34,11,25,0,0
af60c801-acb4-11ec-919e-a0cec8d2d278,1647907200,video,108,9,6,19,40,19,15,8,7
af60c808-acb4-11ec-bb8c-a0cec8d2d278,1647475200,photo,286,5,20,162,63,18,13,16,14
